NAME,TIME,UNDERNOURISHED
SDN,2014,3.5
SDN,2015,3.7
SDN,2016,4.2
SDN,2017,4.5
SDN,2018,4.8
SDN,2019,4.9
SDN,2020,5.2
SDN,2021,5.4
SUR,2014,0.05
SUR,2015,0.05
SUR,2016,0.05
SUR,2017,0.05
SUR,2018,0.05
SUR,2019,0.05
SUR,2020,0.05
SUR,2021,0.05
SWE,2014,0
SWE,2015,0
SWE,2016,0
SWE,2017,0
SWE,2018,0
SWE,2019,0
SWE,2020,0
SWE,2021,0
CHE,2014,0
CHE,2015,0
CHE,2016,0
CHE,2017,0
CHE,2018,0
CHE,2019,0
CHE,2020,0
CHE,2021,0
SYR,2014,1.9
SYR,2015,2.2
SYR,2016,2.6
SYR,2017,3.2
SYR,2018,3.9
SYR,2019,4.7
SYR,2020,5.3
SYR,2021,5.9
TJK,2014,1.6
TJK,2015,1.4
TJK,2016,1.2
TJK,2017,1.1
TJK,2018,1
TJK,2019,0.9
TJK,2020,0.9
TJK,2021,0.9
THA,2014,5.2
THA,2015,4.9
THA,2016,4.8
THA,2017,4.8
THA,2018,4.7
THA,2019,4.3
THA,2020,4
THA,2021,3.7
TLS,2014,0.3
TLS,2015,0.3
TLS,2016,0.3
TLS,2017,0.3
TLS,2018,0.3
TLS,2019,0.3
TLS,2020,0.3
TLS,2021,0.3
TGO,2014,1.4
TGO,2015,1.5
TGO,2016,1.6
TGO,2017,1.6
TGO,2018,1.6
TGO,2019,1.5
TGO,2020,1.5
TGO,2021,1.5
TKL,2014,0
TKL,2015,0
TKL,2016,0
TKL,2017,0
TKL,2018,0
TKL,2019,0
TKL,2020,0
TKL,2021,0
TON,2014,0
TON,2015,0
TON,2016,0
TON,2017,0
TON,2018,0
TON,2019,0
TON,2020,0
TON,2021,0
TTO,2014,0.2
TTO,2015,0.2
TTO,2016,0.2
TTO,2017,0.2
TTO,2018,0.2
TTO,2019,0.2
TTO,2020,0.2
TTO,2021,0.2
TUN,2014,0.3
TUN,2015,0.3
TUN,2016,0.3
TUN,2017,0.3
TUN,2018,0
TUN,2019,0
TUN,2020,0.3
TUN,2021,0.4
TUR,2014,0
TUR,2015,0
TUR,2016,0
TUR,2017,0
TUR,2018,0
TUR,2019,0
TUR,2020,0
TUR,2021,0
TKM,2014,0.3
TKM,2015,0.3
TKM,2016,0.3
TKM,2017,0.3
TKM,2018,0.3
TKM,2019,0.4
TKM,2020,0.4
TKM,2021,0.4
TUV,2014,0
TUV,2015,0
TUV,2016,0
TUV,2017,0
TUV,2018,0
TUV,2019,0
TUV,2020,0
TUV,2021,0
UGA,2014,9
UGA,2015,11.3
UGA,2016,13.3
UGA,2017,14.2
UGA,2018,14.2
UGA,2019,14
UGA,2020,14
UGA,2021,14.5
UKR,2014,0
UKR,2015,0
UKR,2016,0
UKR,2017,0
UKR,2018,1.3
UKR,2019,1.6
UKR,2020,1.8
UKR,2021,2
ARE,2014,0.4
ARE,2015,0.4
ARE,2016,0.4
ARE,2017,0.4
ARE,2018,0.3
ARE,2019,0.3
ARE,2020,0.3
ARE,2021,0
GBR,2014,0
GBR,2015,0
GBR,2016,0
GBR,2017,0
GBR,2018,0
GBR,2019,0
GBR,2020,0
GBR,2021,0
TZA,2014,10.3
TZA,2015,10.8
TZA,2016,11.5
TZA,2017,12.3
TZA,2018,12.9
TZA,2019,13.4
TZA,2020,13.7
TZA,2021,14.9
USA,2014,0
USA,2015,0
USA,2016,0
USA,2017,0
USA,2018,0
USA,2019,0
USA,2020,0
USA,2021,0
URY,2014,0
URY,2015,0
URY,2016,0
URY,2017,0
URY,2018,0
URY,2019,0
URY,2020,0
URY,2021,0
UZB,2014,0
UZB,2015,0
UZB,2016,0
UZB,2017,0
UZB,2018,0
UZB,2019,0
UZB,2020,0
UZB,2021,0
VUT,2014,0.05
VUT,2015,0.05
VUT,2016,0.05
VUT,2017,0.05
VUT,2018,0.05
VUT,2019,0.05
VUT,2020,0.05
VUT,2021,0.05
VEN,2014,1.1
VEN,2015,3.3
VEN,2016,5.2
VEN,2017,7
VEN,2018,6.8
VEN,2019,6.8
VEN,2020,6.2
VEN,2021,5.1
VNM,2014,6.8
VNM,2015,6.5
VNM,2016,6.4
VNM,2017,6
VNM,2018,5.7
VNM,2019,5.3
VNM,2020,4.9
VNM,2021,4.9
YEM,2014,9.1
YEM,2015,11
YEM,2016,12.3
YEM,2017,12.9
YEM,2018,12.7
YEM,2019,12.3
YEM,2020,11.6
YEM,2021,11.4
ZMB,2014,5.5
ZMB,2015,5.4
ZMB,2016,5.2
ZMB,2017,5.1
ZMB,2018,5.1
ZMB,2019,5.4
ZMB,2020,5.7
ZMB,2021,5.8
ZWE,2014,4.2
ZWE,2015,4.6
ZWE,2016,5.1
ZWE,2017,5.4
ZWE,2018,5.8
ZWE,2019,6
ZWE,2020,6.1
ZWE,2021,6.1
