NAME,TIME,DISTANCE
WSM,2017,15885391.182995
MDV,2017,8196133.6626235
ISR,2017,3299618.94558762
CPV,2017,4702151.17170244
BHS,2017,7318463.91576034
NZL,2017,18718433.1494219
VNM,2017,8994270.28242011
TUR,2017,2519559.5878406
YEM,2017,5304284.46168348
SYR,2017,3227431.479877
SDN,2017,4652241.7950681
NOR,2017,1088776.24327453
PRK,2017,8535960.75035763
TZA,2017,7211891.80678046
LBR,2017,5131537.13762644
MYS,2017,10256037.5638773
CUB,2017,7823081.29996835
KWT,2017,4328048.14844455
DOM,2017,7337187.3227442
GHA,2017,5037692.01800207
LBY,2017,2120354.04408503
CIV,2017,5104826.82280221
BRA,2017,8957315.01005131
BGD,2017,7731868.61490007
AGO,2017,6666629.08005391
DZA,2017,1566666.2330281
MMR,2017,8705822.05336082
VEN,2017,7794058.24514218
UKR,2017,1843195.41480565
UZB,2017,4966240.27317477
THA,2017,9262590.91987867
PER,2017,10441056.649642
SEN,2017,4459743.33441958
ZAF,2017,8842227.21118599
KOR,2017,8730563.59669894
PHL,2017,10522476.5695618
COD,2017,6202005.91445946
IND,2017,6426974.12217447
IRQ,2017,3776373.25455577
ETH,2017,5603418.43301099
IRN,2017,4092810.19370584
ARG,2017,11281912.1087782
AFG,2017,5422951.00160944
TWN,2017,9603595.15469765
USA,2017,6230189.82264779
GBR,2017,319908.04775968
SAU,2017,4634932.39807306
RUS,2017,2261862.40448956
MEX,2017,9258834.26751577
CHN,2017,7984825.96814558
KEN,2017,6543934.78251629
IDN,2017,11415821.6770929
COL,2017,8800233.2752244
EGY,2017,3211971.80610104
JPN,2017,9476221.68774838
CHL,2017,11865957.9505718
SGP,2017,10565956.610142
VAT,2016,1171580.13762103
SMR,2016,980288.952698828
LIE,2016,559637.576129932
FSM,2016,13131612.2300428
MHL,2016,13465640.6997942
TUV,2016,15288546.0938844
PLW,2016,11986487.7359203
MCO,2016,822262.653255492
KIR,2016,14123959.6002227
COM,2016,7885949.31247121
AND,2016,949760.544652496
TTO,2016,7406590.09532282
RWA,2016,6339643.57162757
SWZ,2016,8943261.69373481
SSD,2016,5696146.38605587
QAT,2016,4899080.52570481
MNE,2016,1469203.71655355
CHE,2016,492639.082484463
XKX,2016,1568602.59476564
DMA,2016,7001722.49663321
DJI,2016,5595716.89289519
GMB,2016,4556590.35379038
MKD,2016,1634520.44565129
BRB,2016,7065707.49110141
BDI,2016,6463780.48718905
VCT,2016,7171890.31200742
LCA,2016,7083711.34016577
KNA,2016,6926894.79130755
MUS,2016,9424743.92682941
GRD,2016,7302057.53671528
BHR,2016,4757138.81084646
ATG,2016,6881597.59397154
URY,2016,11191906.8098848
TGO,2016,4963914.62926451
TUN,2016,1627264.1837345
ARE,2016,5158218.87107916
TKM,2016,4427307.01619166
ZMB,2016,7701673.19102321
ZWE,2016,8040798.32799701
TLS,2016,12907658.5786806
VUT,2016,16068688.2330773
HND,2016,8913351.88547528
GUY,2016,7513055.23487352
ISL,2016,2134020.25935711
HTI,2016,7500842.21914513
UGA,2016,6201034.88993771
SUR,2016,7398864.27716641
NER,2016,4143527.56276958
TJK,2016,5112867.04172797
PRY,2016,10386742.5377131
NIC,2016,9012855.84149194
SLE,2016,4967961.86979296
PAK,2016,5755330.58123904
NPL,2016,7059572.74069664
ZAF,2016,9114845.2387923
ZAF,2016,8797889.8750031
PNG,2016,14304696.6563222
SLB,2016,14902450.4130928
PAN,2016,8810654.83964328
MAR,2016,2075746.45888378
MDA,2016,1838029.15159367
MOZ,2016,8948038.95437669
SOM,2016,6631362.44572051
OMN,2016,5504893.97984964
LKA,2016,8397920.78878694
MNG,2016,6814871.80067105
NAM,2016,8226771.64152894
NGA,2016,4641579.21651696
GNB,2016,4686336.63414894
JOR,2016,3330485.75517887
KGZ,2016,5224007.34849487
LSO,2016,9165863.47394746
MDG,2016,8803579.29249413
ECU,2016,9522853.954921
CRI,2016,9048605.72623559
SLV,2016,9085482.97256219
JAM,2016,7859037.45880905
TCD,2016,4403194.32082641
GNQ,2016,5235732.32180448
ERI,2016,5006793.25414638
MWI,2016,7731102.32421225
GTM,2016,9097448.37215555
GAB,2016,5612135.11468035
FJI,2016,16338868.742302
MRT,2016,4054181.72141903
MLI,2016,4379998.1769232
LBN,2016,3146962.71004505
GEO,2016,3231990.6387812
KAZ,2016,4539600.4606253
LAO,2016,9042973.55042227
COG,2016,6193798.82874145
GIN,2016,4868779.99343206
CIV,2016,4960438.73317832
CAN,2016,5690557.45715581
SRB,2016,1376614.87893859
BRN,2016,11009540.4917779
BOL,2016,10277319.3424962
BLZ,2016,8753220.48246454
CAF,2016,5319679.76090142
CMR,2016,5249245.18823124
ALB,2016,1591669.05099106
ARM,2016,3306842.51614599
AZE,2016,3669739.31320715
KHM,2016,9752045.27698672
BOL,2016,10235782.4280281
BEN,2016,4933397.61281998
BLR,2016,1611055.69159271
BTN,2016,7375321.55570505
BWA,2016,8625944.75008527
AUS,2016,16714129.139192
BFA,2016,4298603.87899921
BIH,2016,1311963.81681785
MMR,2016,8451208.92041675
TON,2016,16708354.6168775
SOM,2016,5840433.06908975
SYC,2016,7834533.66098228
STP,2016,5601041.90677498
WSM,2016,15885391.182995
MDV,2016,8196133.6626235
ISR,2016,3299618.94558762
CPV,2016,4702151.17170244
BHS,2016,7318463.91576034
NZL,2016,18718433.1494219
VNM,2016,8994270.28242011
TUR,2016,2519559.5878406
YEM,2016,5304284.46168348
SYR,2016,3227431.479877
SDN,2016,4652241.7950681
NOR,2016,1088776.24327453
PRK,2016,8535960.75035763
TZA,2016,7211891.80678046
LBR,2016,5131537.13762644
MYS,2016,10256037.5638773
CUB,2016,7823081.29996835
KWT,2016,4328048.14844455
DOM,2016,7337187.3227442
GHA,2016,5037692.01800207
LBY,2016,2120354.04408503
CIV,2016,5104826.82280221
BRA,2016,8957315.01005131
BGD,2016,7731868.61490007
AGO,2016,6666629.08005391
DZA,2016,1566666.2330281
MMR,2016,8705822.05336082
VEN,2016,7794058.24514218
UKR,2016,1843195.41480565
UZB,2016,4966240.27317477
THA,2016,9262590.91987867
PER,2016,10441056.649642
SEN,2016,4459743.33441958
ZAF,2016,8842227.21118599
KOR,2016,8730563.59669894
PHL,2016,10522476.5695618
COD,2016,6202005.91445946
IND,2016,6426974.12217447
IRQ,2016,3776373.25455577
ETH,2016,5603418.43301099
IRN,2016,4092810.19370584
ARG,2016,11281912.1087782
AFG,2016,5422951.00160944
TWN,2016,9603595.15469765
USA,2016,6230189.82264779
GBR,2016,319908.04775968
SAU,2016,4634932.39807306
RUS,2016,2261862.40448956
MEX,2016,9258834.26751577
CHN,2016,7984825.96814558
KEN,2016,6543934.78251629
IDN,2016,11415821.6770929
COL,2016,8800233.2752244
EGY,2016,3211971.80610104
JPN,2016,9476221.68774838
CHL,2016,11865957.9505718
SGP,2016,10565956.610142
VAT,2015,1171580.13762103
SMR,2015,980288.952698828
LIE,2015,559637.576129932
FSM,2015,13131612.2300428
MHL,2015,13465640.6997942
TUV,2015,15288546.0938844
PLW,2015,11986487.7359203
MCO,2015,822262.653255492
KIR,2015,14123959.6002227
COM,2015,7885949.31247121
AND,2015,949760.544652496
TTO,2015,7406590.09532282
RWA,2015,6339643.57162757
SWZ,2015,8943261.69373481
SSD,2015,5696146.38605587
QAT,2015,4899080.52570481
MNE,2015,1469203.71655355
CHE,2015,492639.082484463
XKX,2015,1568602.59476564
DMA,2015,7001722.49663321
DJI,2015,5595716.89289519
GMB,2015,4556590.35379038
MKD,2015,1634520.44565129
BRB,2015,7065707.49110141
BDI,2015,6463780.48718905
VCT,2015,7171890.31200742
LCA,2015,7083711.34016577
KNA,2015,6926894.79130755
MUS,2015,9424743.92682941
GRD,2015,7302057.53671528
BHR,2015,4757138.81084646
ATG,2015,6881597.59397154
URY,2015,11191906.8098848
TGO,2015,4963914.62926451
TUN,2015,1627264.1837345
ARE,2015,5158218.87107916
TKM,2015,4427307.01619166
ZMB,2015,7701673.19102321
ZWE,2015,8040798.32799701
TLS,2015,12907658.5786806
VUT,2015,16068688.2330773
HND,2015,8913351.88547528
GUY,2015,7513055.23487352
ISL,2015,2134020.25935711
HTI,2015,7500842.21914513
UGA,2015,6201034.88993771
SUR,2015,7398864.27716641
NER,2015,4143527.56276958
TJK,2015,5112867.04172797
PRY,2015,10386742.5377131
NIC,2015,9012855.84149194
SLE,2015,4967961.86979296
PAK,2015,5755330.58123904
NPL,2015,7059572.74069664
ZAF,2015,9114845.2387923
ZAF,2015,8797889.8750031
PNG,2015,14304696.6563222
SLB,2015,14902450.4130928
PAN,2015,8810654.83964328
MAR,2015,2075746.45888378
MDA,2015,1838029.15159367
MOZ,2015,8948038.95437669
SOM,2015,6631362.44572051
OMN,2015,5504893.97984964
LKA,2015,8397920.78878694
MNG,2015,6814871.80067105
NAM,2015,8226771.64152894
NGA,2015,4641579.21651696
GNB,2015,4686336.63414894
JOR,2015,3330485.75517887
KGZ,2015,5224007.34849487
LSO,2015,9165863.47394746
MDG,2015,8803579.29249413
ECU,2015,9522853.954921
CRI,2015,9048605.72623559
SLV,2015,9085482.97256219
JAM,2015,7859037.45880905
TCD,2015,4403194.32082641
GNQ,2015,5235732.32180448
ERI,2015,5006793.25414638
MWI,2015,7731102.32421225
GTM,2015,9097448.37215555
GAB,2015,5612135.11468035
FJI,2015,16338868.742302
MRT,2015,4054181.72141903
MLI,2015,4379998.1769232
LBN,2015,3146962.71004505
GEO,2015,3231990.6387812
KAZ,2015,4539600.4606253
LAO,2015,9042973.55042227
COG,2015,6193798.82874145
GIN,2015,4868779.99343206
CIV,2015,4960438.73317832
CAN,2015,5690557.45715581
SRB,2015,1376614.87893859
BRN,2015,11009540.4917779
BOL,2015,10277319.3424962
BLZ,2015,8753220.48246454
CAF,2015,5319679.76090142
CMR,2015,5249245.18823124
ALB,2015,1591669.05099106
ARM,2015,3306842.51614599
AZE,2015,3669739.31320715
KHM,2015,9752045.27698672
BOL,2015,10235782.4280281
BEN,2015,4933397.61281998
BLR,2015,1611055.69159271
BTN,2015,7375321.55570505
BWA,2015,8625944.75008527
AUS,2015,16714129.139192
BFA,2015,4298603.87899921
BIH,2015,1311963.81681785
MMR,2015,8451208.92041675
TON,2015,16708354.6168775
SOM,2015,5840433.06908975
SYC,2015,7834533.66098228
STP,2015,5601041.90677498
WSM,2015,15885391.182995
MDV,2015,8196133.6626235
ISR,2015,3299618.94558762
CPV,2015,4702151.17170244
BHS,2015,7318463.91576034
NZL,2015,18718433.1494219
VNM,2015,8994270.28242011
TUR,2015,2519559.5878406
YEM,2015,5304284.46168348
SYR,2015,3227431.479877
SDN,2015,4652241.7950681
NOR,2015,1088776.24327453
PRK,2015,8535960.75035763
TZA,2015,7211891.80678046
LBR,2015,5131537.13762644
MYS,2015,10256037.5638773
CUB,2015,7823081.29996835
KWT,2015,4328048.14844455
DOM,2015,7337187.3227442
GHA,2015,5037692.01800207
LBY,2015,2120354.04408503
CIV,2015,5104826.82280221
BRA,2015,8957315.01005131
BGD,2015,7731868.61490007
AGO,2015,6666629.08005391
DZA,2015,1566666.2330281
MMR,2015,8705822.05336082
VEN,2015,7794058.24514218
UKR,2015,1843195.41480565
UZB,2015,4966240.27317477
THA,2015,9262590.91987867
PER,2015,10441056.649642
SEN,2015,4459743.33441958
ZAF,2015,8842227.21118599
KOR,2015,8730563.59669894
PHL,2015,10522476.5695618
COD,2015,6202005.91445946
IND,2015,6426974.12217447
IRQ,2015,3776373.25455577
ETH,2015,5603418.43301099
IRN,2015,4092810.19370584
ARG,2015,11281912.1087782
AFG,2015,5422951.00160944
TWN,2015,9603595.15469765
USA,2015,6230189.82264779
GBR,2015,319908.04775968
SAU,2015,4634932.39807306
RUS,2015,2261862.40448956
MEX,2015,9258834.26751577
CHN,2015,7984825.96814558
KEN,2015,6543934.78251629
IDN,2015,11415821.6770929
COL,2015,8800233.2752244
EGY,2015,3211971.80610104
JPN,2015,9476221.68774838
CHL,2015,11865957.9505718
SGP,2015,10565956.610142
VAT,2014,1171580.13762103
SMR,2014,980288.952698828
LIE,2014,559637.576129932
FSM,2014,13131612.2300428
MHL,2014,13465640.6997942
TUV,2014,15288546.0938844
PLW,2014,11986487.7359203
MCO,2014,822262.653255492
KIR,2014,14123959.6002227
COM,2014,7885949.31247121
AND,2014,949760.544652496
TTO,2014,7406590.09532282
RWA,2014,6339643.57162757
SWZ,2014,8943261.69373481
SSD,2014,5696146.38605587
QAT,2014,4899080.52570481
MNE,2014,1469203.71655355
CHE,2014,492639.082484463
XKX,2014,1568602.59476564
DMA,2014,7001722.49663321
DJI,2014,5595716.89289519
GMB,2014,4556590.35379038
MKD,2014,1634520.44565129
BRB,2014,7065707.49110141
BDI,2014,6463780.48718905
VCT,2014,7171890.31200742
LCA,2014,7083711.34016577
KNA,2014,6926894.79130755
MUS,2014,9424743.92682941
GRD,2014,7302057.53671528
BHR,2014,4757138.81084646
ATG,2014,6881597.59397154
URY,2014,11191906.8098848
TGO,2014,4963914.62926451
TUN,2014,1627264.1837345
ARE,2014,5158218.87107916
TKM,2014,4427307.01619166
ZMB,2014,7701673.19102321
ZWE,2014,8040798.32799701
TLS,2014,12907658.5786806
VUT,2014,16068688.2330773
HND,2014,8913351.88547528
GUY,2014,7513055.23487352
ISL,2014,2134020.25935711
HTI,2014,7500842.21914513
UGA,2014,6201034.88993771
SUR,2014,7398864.27716641
NER,2014,4143527.56276958
TJK,2014,5112867.04172797
PRY,2014,10386742.5377131
NIC,2014,9012855.84149194
SLE,2014,4967961.86979296
PAK,2014,5755330.58123904
NPL,2014,7059572.74069664
ZAF,2014,9114845.2387923
ZAF,2014,8797889.8750031
PNG,2014,14304696.6563222
SLB,2014,14902450.4130928
PAN,2014,8810654.83964328
MAR,2014,2075746.45888378
MDA,2014,1838029.15159367
MOZ,2014,8948038.95437669
SOM,2014,6631362.44572051
OMN,2014,5504893.97984964
LKA,2014,8397920.78878694
MNG,2014,6814871.80067105
NAM,2014,8226771.64152894
NGA,2014,4641579.21651696
GNB,2014,4686336.63414894
JOR,2014,3330485.75517887
KGZ,2014,5224007.34849487
LSO,2014,9165863.47394746
MDG,2014,8803579.29249413
ECU,2014,9522853.954921
CRI,2014,9048605.72623559
SLV,2014,9085482.97256219
JAM,2014,7859037.45880905
TCD,2014,4403194.32082641
GNQ,2014,5235732.32180448
ERI,2014,5006793.25414638
MWI,2014,7731102.32421225
GTM,2014,9097448.37215555
GAB,2014,5612135.11468035
FJI,2014,16338868.742302
MRT,2014,4054181.72141903
MLI,2014,4379998.1769232
LBN,2014,3146962.71004505
GEO,2014,3231990.6387812
KAZ,2014,4539600.4606253
LAO,2014,9042973.55042227
COG,2014,6193798.82874145
GIN,2014,4868779.99343206
CIV,2014,4960438.73317832
CAN,2014,5690557.45715581
SRB,2014,1376614.87893859
BRN,2014,11009540.4917779
BOL,2014,10277319.3424962
BLZ,2014,8753220.48246454
CAF,2014,5319679.76090142
CMR,2014,5249245.18823124
ALB,2014,1591669.05099106
ARM,2014,3306842.51614599
AZE,2014,3669739.31320715
KHM,2014,9752045.27698672
BOL,2014,10235782.4280281
BEN,2014,4933397.61281998
BLR,2014,1611055.69159271
BTN,2014,7375321.55570505
BWA,2014,8625944.75008527
AUS,2014,16714129.139192
BFA,2014,4298603.87899921
BIH,2014,1311963.81681785
MMR,2014,8451208.92041675
TON,2014,16708354.6168775
SOM,2014,5840433.06908975
SYC,2014,7834533.66098228
STP,2014,5601041.90677498
WSM,2014,15885391.182995
MDV,2014,8196133.6626235
ISR,2014,3299618.94558762
CPV,2014,4702151.17170244
BHS,2014,7318463.91576034
NZL,2014,18718433.1494219
VNM,2014,8994270.28242011
TUR,2014,2519559.5878406
YEM,2014,5304284.46168348
SYR,2014,3227431.479877
SDN,2014,4652241.7950681
NOR,2014,1088776.24327453
PRK,2014,8535960.75035763
TZA,2014,7211891.80678046
LBR,2014,5131537.13762644
MYS,2014,10256037.5638773
CUB,2014,7823081.29996835
KWT,2014,4328048.14844455
DOM,2014,7337187.3227442
GHA,2014,5037692.01800207
LBY,2014,2120354.04408503
CIV,2014,5104826.82280221
BRA,2014,8957315.01005131
BGD,2014,7731868.61490007
AGO,2014,6666629.08005391
DZA,2014,1566666.2330281
MMR,2014,8705822.05336082
VEN,2014,7794058.24514218
UKR,2014,1843195.41480565
UZB,2014,4966240.27317477
THA,2014,9262590.91987867
PER,2014,10441056.649642
SEN,2014,4459743.33441958
ZAF,2014,8842227.21118599
KOR,2014,8730563.59669894
PHL,2014,10522476.5695618
COD,2014,6202005.91445946
IND,2014,6426974.12217447
IRQ,2014,3776373.25455577
ETH,2014,5603418.43301099
IRN,2014,4092810.19370584
ARG,2014,11281912.1087782
AFG,2014,5422951.00160944
TWN,2014,9603595.15469765
USA,2014,6230189.82264779
GBR,2014,319908.04775968
SAU,2014,4634932.39807306
RUS,2014,2261862.40448956
MEX,2014,9258834.26751577
CHN,2014,7984825.96814558
KEN,2014,6543934.78251629
IDN,2014,11415821.6770929
COL,2014,8800233.2752244
EGY,2014,3211971.80610104
JPN,2014,9476221.68774838
CHL,2014,11865957.9505718
SGP,2014,10565956.610142
VAT,2013,1171580.13762103
SMR,2013,980288.952698828
LIE,2013,559637.576129932
FSM,2013,13131612.2300428
MHL,2013,13465640.6997942
TUV,2013,15288546.0938844
PLW,2013,11986487.7359203
MCO,2013,822262.653255492
KIR,2013,14123959.6002227
COM,2013,7885949.31247121
AND,2013,949760.544652496
TTO,2013,7406590.09532282
RWA,2013,6339643.57162757
SWZ,2013,8943261.69373481
SSD,2013,5696146.38605587
QAT,2013,4899080.52570481
MNE,2013,1469203.71655355
CHE,2013,492639.082484463
XKX,2013,1568602.59476564
DMA,2013,7001722.49663321
DJI,2013,5595716.89289519
GMB,2013,4556590.35379038
MKD,2013,1634520.44565129
BRB,2013,7065707.49110141
BDI,2013,6463780.48718905
VCT,2013,7171890.31200742
LCA,2013,7083711.34016577
KNA,2013,6926894.79130755
MUS,2013,9424743.92682941
GRD,2013,7302057.53671528
BHR,2013,4757138.81084646
ATG,2013,6881597.59397154
URY,2013,11191906.8098848
TGO,2013,4963914.62926451
TUN,2013,1627264.1837345
ARE,2013,5158218.87107916
TKM,2013,4427307.01619166
ZMB,2013,7701673.19102321
ZWE,2013,8040798.32799701
TLS,2013,12907658.5786806
VUT,2013,16068688.2330773
HND,2013,8913351.88547528
GUY,2013,7513055.23487352
ISL,2013,2134020.25935711
HTI,2013,7500842.21914513
UGA,2013,6201034.88993771
SUR,2013,7398864.27716641
NER,2013,4143527.56276958
TJK,2013,5112867.04172797
PRY,2013,10386742.5377131
NIC,2013,9012855.84149194
SLE,2013,4967961.86979296
PAK,2013,5755330.58123904
NPL,2013,7059572.74069664
ZAF,2013,9114845.2387923
ZAF,2013,8797889.8750031
PNG,2013,14304696.6563222
SLB,2013,14902450.4130928
PAN,2013,8810654.83964328
MAR,2013,2075746.45888378
MDA,2013,1838029.15159367
MOZ,2013,8948038.95437669
SOM,2013,6631362.44572051
OMN,2013,5504893.97984964
LKA,2013,8397920.78878694
MNG,2013,6814871.80067105
NAM,2013,8226771.64152894
NGA,2013,4641579.21651696
GNB,2013,4686336.63414894
JOR,2013,3330485.75517887
KGZ,2013,5224007.34849487
LSO,2013,9165863.47394746
MDG,2013,8803579.29249413
ECU,2013,9522853.954921
CRI,2013,9048605.72623559
SLV,2013,9085482.97256219
JAM,2013,7859037.45880905
TCD,2013,4403194.32082641
GNQ,2013,5235732.32180448
ERI,2013,5006793.25414638
MWI,2013,7731102.32421225
GTM,2013,9097448.37215555
GAB,2013,5612135.11468035
FJI,2013,16338868.742302
MRT,2013,4054181.72141903
MLI,2013,4379998.1769232
LBN,2013,3146962.71004505
GEO,2013,3231990.6387812
KAZ,2013,4539600.4606253
LAO,2013,9042973.55042227
COG,2013,6193798.82874145
GIN,2013,4868779.99343206
CIV,2013,4960438.73317832
CAN,2013,5690557.45715581
SRB,2013,1376614.87893859
BRN,2013,11009540.4917779
BOL,2013,10277319.3424962
BLZ,2013,8753220.48246454
CAF,2013,5319679.76090142
CMR,2013,5249245.18823124
ALB,2013,1591669.05099106
ARM,2013,3306842.51614599
AZE,2013,3669739.31320715
KHM,2013,9752045.27698672
BOL,2013,10235782.4280281
BEN,2013,4933397.61281998
BLR,2013,1611055.69159271
BTN,2013,7375321.55570505
BWA,2013,8625944.75008527
AUS,2013,16714129.139192
BFA,2013,4298603.87899921
BIH,2013,1311963.81681785
MMR,2013,8451208.92041675
TON,2013,16708354.6168775
SOM,2013,5840433.06908975
SYC,2013,7834533.66098228
STP,2013,5601041.90677498
WSM,2013,15885391.182995
MDV,2013,8196133.6626235
ISR,2013,3299618.94558762
CPV,2013,4702151.17170244
BHS,2013,7318463.91576034
NZL,2013,18718433.1494219
VNM,2013,8994270.28242011
TUR,2013,2519559.5878406
YEM,2013,5304284.46168348
SYR,2013,3227431.479877
SDN,2013,4652241.7950681
NOR,2013,1088776.24327453
PRK,2013,8535960.75035763
TZA,2013,7211891.80678046
LBR,2013,5131537.13762644
MYS,2013,10256037.5638773
CUB,2013,7823081.29996835
KWT,2013,4328048.14844455
DOM,2013,7337187.3227442
GHA,2013,5037692.01800207
LBY,2013,2120354.04408503
CIV,2013,5104826.82280221
BRA,2013,8957315.01005131
BGD,2013,7731868.61490007
AGO,2013,6666629.08005391
DZA,2013,1566666.2330281
MMR,2013,8705822.05336082
VEN,2013,7794058.24514218
UKR,2013,1843195.41480565
UZB,2013,4966240.27317477
THA,2013,9262590.91987867
PER,2013,10441056.649642
SEN,2013,4459743.33441958
ZAF,2013,8842227.21118599
KOR,2013,8730563.59669894
PHL,2013,10522476.5695618
COD,2013,6202005.91445946
IND,2013,6426974.12217447
IRQ,2013,3776373.25455577
ETH,2013,5603418.43301099
IRN,2013,4092810.19370584
ARG,2013,11281912.1087782
AFG,2013,5422951.00160944
TWN,2013,9603595.15469765
USA,2013,6230189.82264779
GBR,2013,319908.04775968
SAU,2013,4634932.39807306
RUS,2013,2261862.40448956
MEX,2013,9258834.26751577
CHN,2013,7984825.96814558
KEN,2013,6543934.78251629
IDN,2013,11415821.6770929
COL,2013,8800233.2752244
EGY,2013,3211971.80610104
JPN,2013,9476221.68774838
CHL,2013,11865957.9505718
SGP,2013,10565956.610142
